Lpaw_D1_X,Lpaw_D1_Y,Lpaw_D1_Z,Lpaw_D2_X,Lpaw_D2_Y,Lpaw_D2_Z,Lpaw_D3_X,Lpaw_D3_Y,Lpaw_D3_Z,Lpaw_D4_X,Lpaw_D4_Y,Lpaw_D4_Z,Lpaw_X,Lpaw_Y,Lpaw_Z,Rpaw_D1_X,Rpaw_D1_Y,Rpaw_D1_Z,Rpaw_D2_X,Rpaw_D2_Y,Rpaw_D2_Z,Rpaw_D3_X,Rpaw_D3_Y,Rpaw_D3_Z,Rpaw_D4_X,Rpaw_D4_Y,Rpaw_D4_Z,Rpaw_X,Rpaw_Y,Rpaw_Z
23.86973958779554,17.327457238851522,-7.763936333264546,26.75833289490247,17.41050620184494,-8.048959732876874,28.78724728512889,18.35478172747723,-7.658635336475463,27.826804602509856,22.244591798860412,-6.403816660746934,26.095430207233495,22.931272111076098,-6.145362420344945,13.665871853480258,16.020154035214702,-7.212986317775112,10.813438441806557,14.3758197340632,-7.854489900225353,7.654435372644276,15.840988412351791,-6.896116537555763,8.124804623990986,20.386760556123747,-5.825716796562965,12.070634817306473,19.80468312181226,-5.480812017060934
23.86973958779554,18.010178284401874,-7.763936333264546,26.75833289490247,17.954928899983017,-8.048959732876874,28.78724728512889,18.90538887440168,-7.658635336475463,27.870513845750157,22.85353258305865,-6.403816660746934,26.095430207233495,23.11951791376093,-6.145362420344945,13.665871853480258,16.438842282624748,-7.212986317775112,10.813438441806557,14.523831911551198,-7.854489900225353,7.900875900212032,16.123283043126932,-6.896116537555763,8.126599884139342,20.592337691274835,-5.825716796562965,12.085792158095774,20.168949644475717,-5.480812017060934
23.86973958779554,18.770403323318234,-7.621155132403992,26.75833289490247,18.144158236807627,-8.048959732876874,28.59670522154038,19.63090020902716,-7.304505494998857,27.98830414403192,23.5403354732304,-6.139656774427685,26.191249518137102,23.79773220755912,-5.991403137038041,13.665871853480258,16.842838895081215,-7.006973400905672,10.844203846884103,15.423866895097191,-7.58370452859247,7.968025437052621,16.7187852615413,-6.728166103936864,8.126599884139342,21.273069692820783,-5.673529437052757,12.130368862463275,20.78000563919447,-5.261694444497088
24.003250155479964,19.52181554923179,-7.432118887262668,26.80367053859509,19.411042061145665,-7.764066324477362,28.59670522154038,20.361780122892625,-7.033849625372504,28.27112787568176,24.88865296139072,-6.054615928166577,26.191249518137102,24.787583734778465,-5.930280133782553,13.886423997441216,17.476321830274784,-6.969191820003225,10.844203846884103,15.829874390891902,-7.423865024970773,7.985409640367198,17.416706336039326,-6.644343093060279,8.738557475384642,21.79196501169706,-5.518028151741355,12.186390595672766,21.274918399588543,-5.1064770789116025
24.28761575907838,20.77832716147502,-7.250127814980196,26.80367053859509,20.091634520030013,-7.455628699187336,28.837416338638196,21.33627641698574,-6.9921822118457655,28.477430898592775,25.35145777082532,-5.732127583626543,26.246749644289867,25.494600019209585,-5.6724173583488025,13.886423997441216,17.828318006949914,-6.918561158920902,10.844203846884103,16.39182150305912,-7.335446329695451,7.985409640367198,18.19598150650306,-6.339944610313005,9.023248076106302,22.672800009410068,-5.290163308663004,12.283463731348366,21.841162837466683,-4.977089066588569
24.28761575907838,21.539282279126994,-6.9242560531101205,27.01748659163268,21.09964752623425,-7.029022701034528,28.837416338638196,22.01767366216852,-6.9319793177846165,28.477430898592775,26.18305310923158,-5.688206487541656,26.24839216846731,26.20162091056197,-5.557865834926751,13.669184041207973,17.828318006949914,-6.832798111706261,10.844203846884103,16.74690169106877,-7.184209806074186,7.985409640367198,18.852741772212696,-6.174303858641842,9.023248076106302,23.225488996435317,-5.195013451383538,12.283463731348366,22.230805236975513,-4.882163048347984
24.38852844184139,21.836062782846668,-6.6401616905085845,27.04116044601533,21.36626945767209,-6.775890670502967,28.817996807111104,22.57095233564057,-6.735793338276316,28.477430898592775,26.67264199777371,-5.631230812591575,26.270893361956315,26.515256580770412,-5.486277891782201,13.363549425155998,17.828318006949914,-6.774547402591388,10.737375102120769,16.82660786193371,-7.096996866947784,7.919495321157502,18.97925239162639,-6.089121958158039,9.001457103031772,23.364087176194673,-5.1726942127688105,12.241661733218553,22.276615932114666,-4.834207121507397
24.38852844184139,22.687358569953787,-6.414551062557557,27.04116044601533,22.40973135422034,-6.455379002688396,28.817996807111104,23.091192148922048,-6.368044530668094,28.477430898592775,27.503720414232404,-5.520795964034669,26.270893361956315,27.078858152664154,-5.326354662637577,13.29963351854376,18.027031873734515,-6.750583153942834,10.536506661539807,17.083072721284836,-7.006473039394159,7.571145141877697,19.118604123221914,-5.989287566827379,8.672513382871603,23.528753717025367,-5.1489812754015745,12.113560697517006,22.60381646599005,-4.6924658230972724
24.38852844184139,23.706970134352716,-6.157720046140575,27.04116044601533,23.016040214351662,-6.16333692735946,28.8798970146584,24.20427062239075,-6.067776819600958,28.440376526725505,28.137034660154924,-5.3748483802837015,26.270893361956315,28.256102762016937,-5.305756842998498,13.175710031666586,18.286168769361367,-6.402610762134763,10.536506661539807,17.267009902952097,-6.871875311316153,7.571145141877697,19.516715289466603,-5.922962376152036,8.61532405065218,23.757721138693952,-5.003613035109929,12.012991659116143,22.901316752826617,-4.586927585297353
24.463665879868405,24.373785809169178,-5.925550949797007,27.056902635229836,23.88337721408122,-6.139701199262099,28.926617038463792,25.357388909540234,-5.772109395308625,28.440376526725505,29.050667823637625,-5.00290136575034,26.42921336430145,29.036318147981248,-4.753015095445271,12.860828478448003,18.471536371688828,-6.2898337819832975,10.601163334349895,18.174370612669165,-6.50552270468409,7.5754651844820735,20.213924903301788,-5.808583521090377,8.61532405065218,24.437016343046864,-4.721473346727116,12.012991659116143,23.245438863461615,-4.540546945728174
25.849621421510438,24.373785809169178,-5.925550949797007,28.399041239949202,23.88337721408122,-6.139701199262099,30.079297716698694,25.357388909540234,-5.772109395308625,28.71932533723002,29.050667823637625,-5.00290136575034,27.038675797228553,29.036318147981248,-4.753015095445271,12.841191879333838,19.415377480884374,-5.941300876515861,11.159607463518388,19.775134501400473,-6.185737866619938,7.709801137402156,21.24361420433995,-5.442794122144669,8.805880623285976,25.01780216966442,-4.440309116684993,12.059612725248645,23.717165337770595,-4.4331602920437305
25.849621421510438,21.79041873917747,-6.176772137769994,28.399041239949202,21.324857900996605,-6.491364709036979,30.111721287276215,22.12139642949721,-6.371939388924993,29.65336635648264,25.90179619708367,-5.288121170958156,27.614088914057266,26.75015649446611,-5.078257538488224,12.83199872533287,19.50554615119897,-5.706516807834241,11.159607463518388,19.808300312303047,-6.142672275435807,7.709801137402156,21.816674217540523,-5.441187745506731,9.337542424246113,25.948219308690724,-4.331289735016007,12.327487405497141,24.192112724015416,-4.230561019922725
25.692220855648248,21.79041873917747,-6.682142938539009,28.386686638512675,21.324857900996605,-6.983143053398571,30.36899805436251,22.12139642949721,-6.857921467676469,29.856921808850803,25.90179619708367,-5.584829224483592,27.652460395160507,26.75015649446611,-5.37491752437284,12.626880605812676,19.7414092144151,-5.594112413319571,10.855976854864185,19.955397353655982,-6.0832944402399605,7.552491074593764,22.30374582375559,-5.33802465980164,9.337542424246113,26.26207393402744,-4.315580724341025,12.327487405497141,24.226147601886325,-4.217602885238129
25.692220855648248,22.350154407907823,-6.682142938539009,28.386686638512675,22.02612089594429,-6.983143053398571,30.59989659055127,22.972823339770613,-6.857921467676469,30.1681754698423,26.842022122400223,-5.584829224483592,27.652460395160507,27.314562695725428,-5.37491752437284,12.391796082314887,19.75909510556555,-5.594112413319571,10.789069748813109,19.955397353655982,-6.0832944402399605,7.402260224340626,22.582762440398866,-5.222048723479865,9.215666328038697,26.27631146494484,-4.122857534589393,12.22711173655107,24.57484329365768,-4.109391125056327
25.692220855648248,23.519134337277748,-6.470490200054819,28.537085511276292,23.203142496683242,-6.664213243992826,30.59989659055127,24.115478514791604,-6.462028163589757,30.258130432097733,28.080144229951358,-5.553404526827698,27.72603236894638,28.32305445553054,-5.277226444576563,11.824839929135397,19.81533282007119,-5.594112413319571,10.736413455046478,20.41792713949387,-5.815253989606326,6.9713737715376745,23.146345833073312,-5.063055639836357,9.184522567686418,27.224248837077695,-3.8921045109672647,12.22711173655107,25.224125013625027,-3.9274558961796444
25.760027217378866,24.836424428249003,-5.93099017366233,28.607402619511323,24.50643111509514,-6.0932484554295385,30.59989659055127,25.614384883659724,-5.827887835260235,30.258130432097733,29.06689181553763,-5.37181707840039,27.72603236894638,29.772617729472287,-4.989806674774563,11.707230839258319,20.85260851037917,-5.642239338735571,10.274930589983615,21.058591774399858,-5.409577211373225,6.9713737715376745,24.23934743089437,-4.793204846225244,9.184522567686418,28.345493373949623,-3.7527770988635254,12.22711173655107,26.02209541836207,-3.8823129544552373
