scorer,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000,DLC_resnet50_Recal_FRDec17shuffle1_50000
bodyparts,Rpaw,Rpaw,Rpaw,Rpaw_D1,Rpaw_D1,Rpaw_D1,Rpaw_D2,Rpaw_D2,Rpaw_D2,Rpaw_D3,Rpaw_D3,Rpaw_D3,Rpaw_D4,Rpaw_D4,Rpaw_D4,Lpaw,Lpaw,Lpaw,Lpaw_D1,Lpaw_D1,Lpaw_D1,Lpaw_D2,Lpaw_D2,Lpaw_D2,Lpaw_D3,Lpaw_D3,Lpaw_D3,Lpaw_D4,Lpaw_D4,Lpaw_D4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,313.9237976074219,286.6830749511719,0.999986469745636,330.4305114746094,296.0401306152344,0.9999955892562866,323.2091064453125,301.8675231933594,0.999995768070221,305.0101623535156,299.42938232421875,0.9999401569366455,297.86737060546875,289.7099609375,0.9999971389770508,365.23529052734375,273.5589904785156,0.9999986886978149,368.398681640625,285.1670227050781,0.9999693632125854,379.92852783203125,284.1717529296875,0.999982476234436,382.8665771484375,281.3484191894531,0.999998927116394,369.65118408203125,270.54364013671875,0.9999910593032837
1,313.9643859863281,286.1788635253906,0.9999884366989136,329.8818054199219,295.01715087890625,0.9999971389770508,322.46661376953125,301.0228271484375,0.9999960660934448,303.9775390625,298.43609619140625,0.999920129776001,296.73626708984375,289.1459045410156,0.9999948740005493,363.32049560546875,272.4881286621094,0.9999976754188538,365.9578552246094,283.4990234375,0.9999736547470093,378.2979431152344,283.46356201171875,0.9999909400939941,381.526611328125,279.45941162109375,0.9999980926513672,369.1060485839844,270.0164489746094,0.999983012676239
2,313.1031188964844,284.599609375,0.9999843835830688,328.89215087890625,293.2043151855469,0.9999978542327881,321.54736328125,299.74859619140625,0.9999951124191284,304.15533447265625,297.2138977050781,0.9998688697814941,295.114990234375,287.7485656738281,0.9999942779541016,361.6963806152344,271.01226806640625,0.999991774559021,364.5393371582031,282.1960144042969,0.9999881982803345,374.42926025390625,282.6180725097656,0.9999961853027344,379.44976806640625,277.2605285644531,0.9999994039535522,366.6980895996094,268.0832214355469,0.9999637603759766
3,311.8914489746094,283.37353515625,0.9999806880950928,328.49102783203125,292.6753845214844,0.9999988079071045,319.578369140625,297.9678649902344,0.9999911785125732,302.4365539550781,296.27001953125,0.9999319911003113,294.2818908691406,286.91632080078125,0.9999960660934448,358.85302734375,270.02435302734375,0.9999973773956299,362.9300537109375,280.7752685546875,0.9999943971633911,373.3192138671875,280.50555419921875,0.9999991655349731,377.6148376464844,275.094970703125,0.9999992847442627,365.24371337890625,267.4635314941406,0.9999334812164307
4,311.1319885253906,282.23834228515625,0.9999830722808838,327.5430908203125,292.08587646484375,0.9999994039535522,317.7552185058594,297.3162841796875,0.9999872446060181,300.8502502441406,294.4473876953125,0.9999765753746033,293.13726806640625,285.21636962890625,0.9999967813491821,356.82452392578125,268.2679748535156,0.9999994039535522,360.2412414550781,279.2544250488281,0.9999960660934448,371.2835998535156,278.3876037597656,0.9999997615814209,375.4945068359375,274.2740478515625,0.9999990463256836,362.9654541015625,265.83233642578125,0.9999756813049316
5,309.7120666503906,281.93243408203125,0.9999790787696838,327.0013427734375,291.8997802734375,0.9999995231628418,316.9452819824219,297.04193115234375,0.9999805688858032,300.0690002441406,293.6398620605469,0.9999825358390808,293.00128173828125,284.28778076171875,0.9999961853027344,355.6679992675781,267.246337890625,0.9999995231628418,359.0282897949219,277.4873046875,0.9999986886978149,370.281005859375,276.66619873046875,0.9999999403953552,373.72991943359375,273.7384033203125,0.999999463558197,362.58203125,265.1120910644531,0.9999806880950928
6,309.1434631347656,281.6036682128906,0.9999816417694092,326.147216796875,292.021728515625,0.9999996423721313,316.1259460449219,296.8023681640625,0.9999544620513916,298.3268127441406,293.0754699707031,0.9999809265136719,291.9546813964844,283.79461669921875,0.9999947547912598,354.4977111816406,265.6458435058594,0.9999993443489075,358.0286560058594,275.59912109375,0.9999991059303284,368.9935302734375,274.92547607421875,0.9999998807907104,372.0997314453125,272.11639404296875,0.9999992847442627,361.3398132324219,263.9181213378906,0.99998539686203
7,307.96405029296875,280.558837890625,0.9999831318855286,324.9139404296875,291.56317138671875,0.9999994039535522,315.50738525390625,295.3942565917969,0.9999421238899231,295.7986145019531,291.2032775878906,0.9999697208404541,290.7566223144531,282.8550109863281,0.9999913573265076,352.3616943359375,265.3385009765625,0.9999991655349731,356.0526428222656,273.7239990234375,0.9999988675117493,367.171875,272.6802673339844,0.999999463558197,370.1174621582031,269.2859191894531,0.9999990463256836,358.27001953125,262.505859375,0.9999927282333374
8,306.7845764160156,279.3154602050781,0.9999932050704956,323.59478759765625,289.734130859375,0.9999992847442627,314.23590087890625,294.0607604980469,0.9999688863754272,295.4844665527344,290.41845703125,0.9999675750732422,289.4018249511719,281.2328796386719,0.9999961853027344,351.1679382324219,263.9241943359375,0.9999991059303284,354.4309997558594,271.71954345703125,0.9999967217445374,364.96881103515625,270.0081787109375,0.9999958276748657,368.23931884765625,267.18487548828125,0.9999989867210388,356.25750732421875,260.9786682128906,0.9999977350234985
