scorer,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000,DLC_resnet50_Recal_FLDec17shuffle1_50000
bodyparts,Rpaw,Rpaw,Rpaw,Rpaw_D1,Rpaw_D1,Rpaw_D1,Rpaw_D2,Rpaw_D2,Rpaw_D2,Rpaw_D3,Rpaw_D3,Rpaw_D3,Rpaw_D4,Rpaw_D4,Rpaw_D4,Lpaw,Lpaw,Lpaw,Lpaw_D1,Lpaw_D1,Lpaw_D1,Lpaw_D2,Lpaw_D2,Lpaw_D2,Lpaw_D3,Lpaw_D3,Lpaw_D3,Lpaw_D4,Lpaw_D4,Lpaw_D4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,282.5529479980469,275.86444091796875,0.9999997615814209,285.10711669921875,285.50860595703125,0.9999781847000122,273.8636169433594,287.6974792480469,0.9999970197677612,264.6851806640625,282.8242492675781,0.9999908804893494,275.1936950683594,275.15350341796875,0.9999830722808838,347.811279296875,272.9690246582031,0.9999980926513672,335.214111328125,283.037841796875,0.9999943971633911,345.547119140625,286.4306640625,0.9999902248382568,354.9610595703125,285.31573486328125,0.9999974370002747,362.15911865234375,276.3110046386719,0.9999971389770508
1,283.37005615234375,274.8229064941406,0.9999997019767761,286.2127380371094,285.0845642089844,0.9999852180480957,275.4306945800781,286.6806335449219,0.9999960064888,265.51068115234375,282.3882141113281,0.9999901056289673,275.2703552246094,274.8693542480469,0.9999825358390808,349.00567626953125,271.3097229003906,0.9999945163726807,336.319580078125,282.0426940917969,0.9999975562095642,346.75042724609375,285.2218017578125,0.9999942779541016,356.2118835449219,284.0225830078125,0.9999987483024597,363.4731140136719,275.1976623535156,0.9999978542327881
2,284.5517883300781,273.2838439941406,0.9999995231628418,287.68157958984375,283.7052307128906,0.9999896287918091,275.79150390625,286.0124206542969,0.9999951124191284,266.8431396484375,281.228759765625,0.9999919533729553,276.7427978515625,273.8524475097656,0.9999711513519287,350.4668273925781,268.7242736816406,0.999988317489624,337.81646728515625,280.5223693847656,0.9999982118606567,348.17474365234375,283.04132080078125,0.9999949932098389,357.05499267578125,281.8355407714844,0.9999980926513672,364.8807067871094,272.8077392578125,0.9999953508377075
3,285.62847900390625,272.7568664550781,0.999998927116394,288.99163818359375,282.6930847167969,0.9999916553497314,277.3212585449219,284.8384094238281,0.9999957084655762,268.0559997558594,279.60272216796875,0.9999960660934448,276.8839416503906,270.142822265625,0.9999613761901855,351.9947204589844,267.34527587890625,0.9999918341636658,339.3593444824219,279.1563415527344,0.9999992847442627,350.0544128417969,281.8700256347656,0.999995231628418,359.3618469238281,279.9278869628906,0.9999969005584717,366.15216064453125,270.54833984375,0.9999780654907227
4,286.93670654296875,271.3600769042969,0.999996542930603,289.5516052246094,280.9061279296875,0.9999935030937195,277.7276306152344,283.1426086425781,0.9999967813491821,268.68634033203125,278.0697326660156,0.9999980926513672,278.58807373046875,268.6444396972656,0.999958872795105,353.80657958984375,266.540771484375,0.9999957084655762,341.23211669921875,276.9018249511719,0.9999997615814209,351.6352233886719,280.3760070800781,0.9999974966049194,360.36480712890625,278.3253479003906,0.9999979734420776,366.2459716796875,270.0782165527344,0.9999871253967285
5,286.8700866699219,271.82208251953125,0.9999964833259583,287.99908447265625,280.98095703125,0.9999873638153076,276.68212890625,282.3516845703125,0.9999967813491821,269.0501708984375,276.9080505371094,0.9999977350234985,280.0649108886719,268.3263244628906,0.9999260902404785,355.2476806640625,265.5372314453125,0.9999983310699463,342.0194396972656,275.0491943359375,0.9999995827674866,351.6514892578125,278.2021789550781,0.9999994039535522,362.0877380371094,276.46136474609375,0.9999971985816956,367.9839782714844,268.335693359375,0.9999923706054688
6,286.6656799316406,271.1376953125,0.9999964237213135,287.6165466308594,280.7171936035156,0.9999834299087524,275.98297119140625,281.8394470214844,0.999996542930603,268.8830261230469,276.7254333496094,0.9999977350234985,280.42889404296875,268.1178894042969,0.9999240636825562,356.4046325683594,264.210693359375,0.9999992847442627,342.3970947265625,272.3650207519531,0.9999986886978149,352.2328796386719,275.8935852050781,0.9999995827674866,362.7772216796875,274.84490966796875,0.9999972581863403,370.4194641113281,267.5680236816406,0.9999947547912598
7,287.5022277832031,271.3611755371094,0.9999969601631165,287.77813720703125,280.268798828125,0.9999905824661255,277.9276428222656,281.910400390625,0.9999971389770508,269.9766845703125,275.6158142089844,0.999997079372406,282.22979736328125,267.4371337890625,0.9999271631240845,358.2947692871094,262.1838073730469,0.9999994039535522,344.3933410644531,270.0129699707031,0.9999982118606567,354.4631652832031,274.1219787597656,0.9999997615814209,365.3902587890625,273.1514892578125,0.9999980926513672,372.26885986328125,265.5931701660156,0.9999992847442627
8,288.7726135253906,270.3582763671875,0.9999976754188538,287.4921875,278.938720703125,0.9999936819076538,278.6971435546875,279.9989318847656,0.9999986290931702,272.4729309082031,274.38238525390625,0.9999980330467224,283.4661560058594,266.7751159667969,0.9999313354492188,360.2855529785156,260.64739990234375,0.9999985098838806,346.7130432128906,268.1658020019531,0.9999983310699463,357.2546691894531,271.4087219238281,0.9999994039535522,367.5750427246094,270.5467834472656,0.9999947547912598,374.15704345703125,263.9703674316406,0.9999996423721313
