FL_x,FL_y,FR_x,FR_y,BOT_x,BOT_y,BL_x,BL_y,BR_x,BR_y,X,Y,Z
-74.09172203404886,170.16975623359212,25.96551724137931,542.551724137931,31.243243243243242,227.0,86.30578512396694,168.80165289256198,32.81639013205552,299.46465937586834,1.0,4.0,0.0
-55.131087502589295,211.42240109736235,20.121499947017355,527.559779002878,26.0,248.0,136.95283018867926,169.5188679245283,2.4245042840718725,268.10295211875166,2.0,4.0,0.0
-48.136705147139125,259.2491920982626,34.74350842494533,478.9974274048935,20.274509803921568,272.19607843137254,187.3684210526316,166.10526315789474,11.0,246.0,3.0,4.0,0.0
-39.025497602566574,296.72751509424484,33.22222222222222,453.8888888888889,12.0,296.7142857142857,234.88028169014083,167.92253521126761,-7.896521137617242,218.67694149374114,4.0,4.0,0.0
-27.660565866314542,338.29542050064833,37.75,428.25,6.0,325.0,286.344262295082,163.72131147540983,-18.89238955457529,183.97012171825054,5.0,4.0,0.0
-19.75517516227481,381.0939299935235,37.3721081566336,403.3230586393511,20.545908035852165,364.3103259179723,333.09774436090225,160.28571428571428,-8.583760920724501,135.32237696229717,6.0,4.0,0.0
-10.000189839154146,427.5449822397502,43.22479700097142,369.3240360591079,16.182632838121094,392.8965014333347,386.21875,156.140625,-13.658442825818497,101.64313409311394,7.0,4.0,0.0
-136.16552376447282,109.15260889781808,-23.59727827122228,620.6611695294689,1.5327642134890596,190.2315013624934,17.69402985074627,153.34328358208955,-10.65789481812476,321.4621800687945,0.0,5.0,0.0
-122.4262378675122,156.19695731211368,-18.394372205067498,583.5551506307298,-1.3481875110303463,220.3219503375628,73.49333333333334,154.83333333333334,-17.937675612103874,289.62453409244506,1.0,5.0,0.0
-107.69811178135627,204.09718589938598,-12.730452795568624,545.6850339204216,-4.315782213716318,250.91268754065564,130.5984251968504,156.5984251968504,-25.628511485100375,257.42129750218885,2.0,5.0,0.0
-95.9720329017931,250.65036755627614,-7.367282407985499,510.147040375914,-7.822972540410092,280.2087635941107,184.87128712871288,155.54455445544554,-31.8308772480554,224.8752952211687,3.0,5.0,0.0
-85.60659990658736,296.7194386626205,-2.0294052929322106,475.66730729992406,-11.655819862510043,308.9406971182287,237.9748427672956,153.01257861635222,-37.334308215586304,192.02717352421155,4.0,5.0,0.0
-74.94086387469098,350.38388894389345,6.0,433.0,-16.40599633655019,335.0681280970914,294.47682119205297,147.95364238410596,-40.258916444192835,161.02148360653908,5.0,5.0,0.0
-64.68028363661692,391.6164395806004,11.011579306309017,406.58242822603233,-20.999719883317525,366.96739095198694,346.78285714285715,143.89714285714285,-47.92462057275924,123.2523242796572,6.0,5.0,0.0
-53.6969618029416,428.7667084460186,12.0,389.0,-27.45343863493777,404.4301377746812,401.94405594405595,140.98601398601397,-64.0894711090412,78.20728103238892,7.0,5.0,0.0
-204.26267121004526,99.30943004311086,-61.032662220151764,641.8230055185467,-37.78407133578442,181.10961127012007,0.5,131.0,-40.42574242054661,318.31836491760697,0.0,6.0,0.0
-188.8211672232083,148.13013365092684,-54.77006206986641,603.4046438330479,-41.008534995685395,212.11555648289627,58.82125603864734,132.4830917874396,-48.354878294952925,285.49960965466937,1.0,6.0,0.0
-169.73623008482366,199.69418805461612,-47.16903329603224,562.1668666870205,-44.289138567162055,244.8913553592291,121.58267716535433,135.62992125984252,-57.877414753567905,251.8099956748981,2.0,6.0,0.0
-153.61600331872842,250.42215603673162,-39.43103024849171,523.2370962036017,-48.419621396674685,276.4771319674415,181.99418604651163,135.2093023255814,-65.83499553549154,217.20815876317872,3.0,6.0,0.0
-138.33918080093474,302.8459098121027,-29.95605770014828,484.98303651694124,-54.032153329848015,308.0707799358559,243.48648648648648,130.70810810810812,-72.97568694766125,180.10207156565752,4.0,6.0,0.0
-121.14566996939247,356.56120182912764,-19.910149726915648,445.2442766612911,-59.57694917068828,340.56832124128516,307.1774193548387,127.3225806451613,-80.98376308605037,142.71390008783692,5.0,6.0,0.0
-107.96310025936002,405.36737966903274,-12.996521407992361,408.5906374195867,-63.848269583064265,370.7790644534722,364.2713567839196,125.10050251256281,-87.60083209068085,108.47740419874481,6.0,6.0,0.0
-92.51744081304976,456.42641539030114,-4.7695742601671895,370.19116939418166,-68.50650278281513,402.18746406417995,424.6197916666667,123.04166666666667,-95.1021283675937,73.06282989812976,7.0,6.0,0.0
-202.67645713520363,121.88321000599308,-90.27420791483635,608.911135501082,-65.37056958741583,202.57740281475066,50.28724149393224,172.08404500358208,-104.35415654060006,321.37793332881586,0.0,7.0,0.0
-259.84997274715784,137.28563002629397,-92.22328644039224,626.8470288621058,-81.05380877996534,201.7856389016015,39.1455938697318,106.88888888888889,-76.60877155738052,281.6563860138577,1.0,7.0,0.0
-231.42707143333973,194.33140515033665,-82.552485782674,578.3678843768944,-83.48449821441655,238.8199282543009,111.8853046594982,116.75627240143369,-90.5129502297882,247.53344760044314,2.0,7.0,0.0
-215.0393311163827,251.22136329165517,-69.48200352863267,539.2900609389751,-91.44233173908829,271.60348644845715,178.0151515151515,107.00757575757575,-97.44176803223849,205.94810839722345,3.0,7.0,0.0
-193.46530300929976,310.6774249449177,-55.68210560270201,496.1856632785121,-98.62124716527309,306.66649101375947,249.25409836065575,101.75,-106.89610758466699,164.67751089472932,4.0,7.0,0.0
-168.5130550200891,369.2555497490184,-43.645842697986495,450.43323705844693,-103.65753536306165,342.75754066599853,321.514598540146,103.45985401459853,-118.48556878704625,126.57154087161902,5.0,7.0,0.0
-150.02394692963583,423.35771692289836,-33.64091327924217,409.6860763011566,-108.8447191675247,375.7789809908748,386.2519083969466,101.59923664122137,-127.17340768887976,89.55705737138072,6.0,7.0,0.0
-130.4152596210928,476.6173657987972,-24.704818906160824,368.05587405296706,-112.96803053390114,409.0423149290005,450.8287937743191,102.92217898832685,-136.67487183955598,54.23166731527198,7.0,7.0,0.0
180.58715596330276,104.73394495412845,170.97435897435898,541.9487179487179,175.08695652173913,238.2173913043478,82.359375,238.96875,146.66769550397896,318.1923900825228,0.0,0.0,1.0
178.18947368421053,162.55789473684212,167.0,508.0,176.56521739130434,256.7391304347826,119.81818181818181,238.86363636363637,146.40291124309118,301.71311371316074,1.0,0.0,1.0
175.8556701030928,211.35051546391753,164.1,478.5,177.0,274.5,156.37209302325581,238.69767441860466,148.0,283.0,2.0,0.0,1.0
173.8181818181818,253.3181818181818,160.93548387096774,449.1290322580645,180.0,296.29411764705884,192.26315789473685,238.57894736842104,149.0,260.0,3.0,0.0,1.0
172.9875,291.05,158.0,424.0,184.1818181818182,319.54545454545456,227.70212765957447,238.4468085106383,149.27777777777777,235.69444444444446,4.0,0.0,1.0
171.23684210526315,326.0,155.13793103448276,401.0689655172414,188.0,345.70588235294116,263.04411764705884,237.41176470588235,150.05263157894737,208.60526315789474,5.0,0.0,1.0
167.26666666666668,355.26666666666665,153.32,380.4,189.97916666666666,374.8541666666667,297.7818181818182,236.38181818181818,148.4,179.2,6.0,0.0,1.0
165.5,381.5,151.375,361.25,194.0,408.0,335.4583333333333,236.47916666666666,152.11764705882354,146.58823529411765,7.0,0.0,1.0
110.83333333333333,97.97058823529412,134.24,549.94,144.0,236.2941176470588,72.90789473684211,233.1315789473684,122.89193453185362,325.63965184778976,0.0,1.0,1.0
114.21978021978022,158.4065934065934,130.68,514.52,145.4723678038045,253.7265693317238,110.25,233.0,121.31999157749814,307.9362278564647,1.0,1.0,1.0
117.29906542056075,209.2803738317757,130.33333333333334,484.8333333333333,145.85577133537976,278.23460018362886,153.33823529411765,232.85294117647058,118.26261299980627,283.9321137540928,2.0,1.0,1.0
119.42857142857143,253.38095238095238,129.05555555555554,454.05555555555554,142.0,295.0,191.3148148148148,233.07407407407408,111.86184223741108,267.2327258670832,3.0,1.0,1.0
121.3875,291.325,127.9529095866261,425.2589546626625,147.08695652173913,319.7826086956522,228.9322033898305,232.38983050847457,116.23948494849753,239.31665326959876,4.0,1.0,1.0
122.75,326.7307692307692,124.29968992176242,399.17533052074765,147.0,348.0,268.67816091954023,232.64367816091954,114.24,206.76,5.0,1.0,1.0
126.0,358.0,123.16666666666667,383.6666666666667,148.01923076923077,376.59615384615387,305.5689655172414,230.55172413793105,110.6126314365514,174.54430012906408,6.0,1.0,1.0
123.97921178476598,387.4611981068331,126.0,362.0,148.17241379310346,411.7758620689655,345.0857142857143,231.28571428571428,111.44444444444444,143.44444444444446,7.0,1.0,1.0
43.05555555555556,92.44444444444444,97.57894736842105,557.421052631579,112.0,234.0,63.38317757009346,224.73831775700936,98.95639955085707,329.7727666382078,0.0,2.0,1.0
51.48739495798319,153.4453781512605,94.64788811938408,528.7711419032119,101.66250350306261,256.7715091454386,106.55405405405405,225.27027027027026,82.04247431024487,307.3173667101638,1.0,2.0,1.0
58.96190476190476,207.05714285714285,94.17764103740504,494.13984692374834,107.19620801428552,275.4736176880412,148.1090909090909,224.5818181818182,82.40681818539272,285.6823733588514,2.0,2.0,1.0
65.57425742574257,252.69306930693068,93.48788768518679,461.4016192614543,109.87778709445776,297.4644414017174,190.13725490196077,225.92156862745097,80.48382362844569,262.0564542006514,3.0,2.0,1.0
71.13333333333334,292.0,93.17159801188214,430.5829044295425,108.27586206896552,317.55172413793105,231.0142857142857,225.37142857142857,75.66507904827577,238.3829187030682,4.0,2.0,1.0
75.61666666666666,328.3,94.43696524064705,403.4027451257189,109.0,346.72727272727275,274.1341463414634,224.0609756097561,75.51229272475146,205.63127862751597,5.0,2.0,1.0
83.58676784980766,348.041574556652,100.0,386.5,105.34831460674157,377.1573033707865,313.45882352941175,223.25882352941176,71.92484232682199,172.21246609680384,6.0,2.0,1.0
86.0,386.5,104.77263420724364,368.3551973532917,103.07446808510639,413.29787234042556,354.5857142857143,223.15714285714284,71.0,140.55555555555554,7.0,2.0,1.0
-4.373561429727786,116.36386359034344,58.5,565.03125,76.3285780657301,220.0185450047442,50.72549019607843,219.12745098039215,58.14240586006443,344.4252893146062,0.0,3.0,1.0
-0.22208203937684345,161.17761110033967,57.53333333333333,529.0666666666667,73.13981119877015,244.18991719902368,98.05128205128206,218.81196581196582,52.28342794707902,317.1844182126773,1.0,3.0,1.0
5.618377797672807,202.67332352091364,58.0,497.0,70.52632173707919,270.41020049250625,144.75324675324674,218.6883116883117,46.71418200016171,288.11155737854517,2.0,3.0,1.0
5.0,252.0,54.94825653204305,466.59519580107946,66.44426244339427,296.4623409766381,190.3939393939394,218.27272727272728,39.168296725233716,261.89404685631945,3.0,3.0,1.0
9.954545454545455,290.27272727272725,65.25,436.0,61.07033185329347,328.9200094558285,234.25581395348837,218.7906976744186,40.8,233.9,4.0,3.0,1.0
20.75,327.7916666666667,62.81301391870156,404.0262464045614,63.54754420773956,349.0705397446131,280.5208333333333,217.22916666666666,35.4,204.4,5.0,3.0,1.0
29.272727272727273,357.72727272727275,66.83333333333333,390.05555555555554,54.0,380.0,324.1764705882353,216.88235294117646,32.0,174.2941176470588,6.0,3.0,1.0
36.166666666666664,389.0,70.0,369.0,49.35632183908046,416.9080459770115,368.0,216.0983606557377,25.48780487804878,138.0,7.0,3.0,1.0
-67.48547608147804,111.5889575553374,17.84,571.64,41.11232720751876,208.39812125963184,36.35251798561151,209.87769784172662,26.94816713862957,352.48627747560255,0.0,4.0,1.0
-68.6988306979914,150.8453502080913,19.857142857142858,535.5,38.0,248.0,87.66379310344827,210.23275862068965,29.7840768744218,313.4432170830763,1.0,4.0,1.0
-53.78321831925369,197.25910665353808,23.3,502.6,33.0,269.0,138.86458333333334,210.09375,16.350694978363265,288.27734548039723,2.0,4.0,1.0
-43.221559553380885,241.1867145940464,25.428571428571427,470.04761904761904,27.294117647058822,293.0,189.22222222222223,210.125,4.68998256390887,261.0747721517431,3.0,4.0,1.0
-34.4196848430022,279.28600786603783,33.30733524511717,434.36974828920773,21.53846153846154,319.46153846153845,237.48979591836735,209.68367346938774,3.0,234.0,4.0,4.0,1.0
-21.782875070849514,322.9066675652126,30.5,415.0,25.68336216416425,353.35512393967934,288.2,208.5909090909091,-7.8941400843368115,191.71988606057536,5.0,4.0,1.0
-21.640035159552568,349.2238443299361,33.55555555555556,393.44444444444446,0.9285714285714286,380.85714285714283,336.0546875,207.8671875,-31.856046698334296,166.05353412869945,6.0,4.0,1.0
-2.2859696379562564,392.93112758799055,35.666666666666664,372.6666666666667,19.386825330812187,419.26647456339583,385.05357142857144,206.61607142857142,-25.407305925390176,117.21542957977084,7.0,4.0,1.0
-130.06072963119868,89.91609719359565,-27.742038894196725,602.7115172403667,4.944201976517846,207.17757248596246,19.12962962962963,201.91666666666666,-14.321609500127295,347.76855179207524,0.0,5.0,1.0
-116.80696120381184,137.79512788989615,-21.66349681572774,565.9930808896979,1.3008621377098848,237.24719936390926,75.42307692307692,201.28205128205127,-21.15833995858179,314.6535889129053,1.0,5.0,1.0
-103.5526644630241,185.7035115366764,-15.559333992951537,529.2745221188509,-2.361058274636207,267.3222701829835,131.7433628318584,200.60176991150442,-27.98973562765144,281.5048859987785,2.0,5.0,1.0
-90.30352011197918,233.13435667210172,-9.873002628053598,492.5552652940415,-5.71908464477923,297.3099823209782,187.62886597938143,200.6701030927835,-34.90992601134144,248.90728074196664,3.0,5.0,1.0
-79.44871231752076,278.73591700521627,-5.089467152092311,457.6885678472124,-9.023251730713426,326.12987001420953,240.57251908396947,199.68702290076337,-40.788073832910925,216.9126798091372,4.0,5.0,1.0
-66.13557452544346,327.1346727636951,1.428020503530803,420.92888805369853,-12.972195570165567,356.3134365666727,297.36805555555554,198.32638888888889,-47.55945846456615,183.23207741782667,5.0,5.0,1.0
-55.90962177017353,372.2628606989339,5.980656865400164,386.54882181102744,-16.266755547673313,384.82787133227527,349.54545454545456,197.05594405594405,-53.162561252410626,151.38763680949535,6.0,5.0,1.0
-44.196168635588165,419.58082231838716,12.019120877866158,351.0282572898151,-20.27039475422214,414.2565273922809,404.5034013605442,194.7687074829932,-59.21056982917173,117.94579051701551,7.0,5.0,1.0
-194.06444200705278,77.4817381779427,-68.65568937596062,620.6495930808355,-30.796694942875476,199.0277504942119,1.7916666666666667,190.4375,-46.970208781139775,350.23247039181854,0.0,6.0,1.0
-179.70019497991825,126.99311941468198,-61.470027805127444,583.0797053232014,-34.967849356533804,229.77944964514273,60.15873015873016,189.04761904761904,-54.13954117761813,315.9277700577188,1.0,6.0,1.0
-161.65389093068626,180.11146301919712,-52.19891564413979,542.668768277102,-39.73102323131141,262.46927023341505,123.768,188.016,-62.75875017821812,279.77418193040756,2.0,6.0,1.0
-145.38603607898875,230.853956780094,-44.49153718545854,503.6238022143193,-43.801799085326195,294.1094478823945,184.272,187.816,-70.79946873170951,245.24923779259854,3.0,6.0,1.0
-128.63363766872885,281.97068517750483,-36.597910735033736,464.2039723895191,-47.88606645819772,325.9866829214266,245.375,187.82236842105263,-79.05028939383982,210.59757209671653,4.0,6.0,1.0
-111.5435461278946,335.13026913354463,-27.00960244278005,424.5405154965872,-53.122773781378,358.3483822688838,308.507614213198,185.14720812182742,-87.1049879468153,173.7888372294144,5.0,6.0,1.0
-97.37316067886012,384.12823922608504,-20.2178216499031,387.11701006619234,-57.05525645145438,388.94008315515464,366.30601092896177,184.2513661202186,-94.26016853855725,139.9570333579068,6.0,6.0,1.0
-80.48030436916069,436.0630496593344,-11.647078269887572,347.5955349039739,-61.59858687610284,421.0131602100127,428.2245989304813,183.19251336898395,-102.43549161982679,104.4448661145196,7.0,6.0,1.0
-200.7240629018561,104.01507852428762,-91.66494468055652,594.1440749252912,-65.02856030732862,218.27407410918258,50.77946276840311,211.4949514295463,-105.25560395806497,343.5804123902078,0.0,7.0,1.0
-246.4129850999488,112.33852170932823,-103.53730012867618,603.1123752829737,-70.55127961306535,220.2813296885949,39.35606060606061,176.61742424242425,-85.6380465630088,319.24866180587946,1.0,7.0,1.0
-222.81040249026069,170.8918976233798,-91.12617343245378,558.4141743856878,-76.20273488210738,255.8943840465157,110.86872586872587,176.13899613899613,-96.44666463370532,280.3142773577099,2.0,7.0,1.0
-198.6257056278942,230.58630433635915,-77.88411564236127,513.2724641284267,-82.31390099019079,291.9161019902574,183.7265306122449,174.81224489795918,-107.37478216614409,240.4249702817536,3.0,7.0,1.0
-178.1869890208696,286.59234495108126,-66.7802085535042,471.0209400745082,-87.81072117022201,325.96268609336187,251.234126984127,173.15079365079364,-116.83146291417125,202.43845544988287,4.0,7.0,1.0
-154.91453498493115,345.0733164161195,-54.33565537693792,426.5799467175102,-93.57008768359537,361.44693592070035,322.50384615384615,172.2423076923077,-127.46184065647145,163.37846664875903,5.0,7.0,1.0
-134.80042367289326,400.36144968241615,-43.76678647275284,384.57493003178587,-98.75819778649657,395.25101186204625,389.1875,171.18333333333334,-136.867576360261,126.01921325467988,6.0,7.0,1.0
-114.24654786162195,456.48378751228006,-32.59459352104966,342.23458443413176,-104.27577024913494,429.3588368571383,456.8622047244094,169.5275590551181,-146.3689329151552,87.97082539174465,7.0,7.0,1.0
175.96875,88.28125,172.67391304347825,533.304347826087,171.06896551724137,259.6551724137931,83.95652173913044,277.2608695652174,146.6,344.4,0.0,0.0,2.0
172.4375,142.15625,167.84615384615384,497.4230769230769,172.67741935483872,277.19354838709677,120.125,276.5833333333333,147.0,325.0,1.0,0.0,2.0
171.77777777777777,189.55555555555554,164.7608695652174,465.67391304347825,174.72972972972974,296.27027027027026,157.0,277.0,148.91176470588235,303.05882352941177,2.0,0.0,2.0
168.54,229.78,161.15555555555557,435.9111111111111,176.28571428571428,317.2857142857143,191.0,278.0,149.30434782608697,278.30434782608694,3.0,0.0,2.0
169.0,266.0,158.91666666666666,410.2916666666667,179.27027027027026,340.27027027027026,228.13333333333333,277.8,151.45,254.25,4.0,0.0,2.0
168.72,299.72,156.22857142857143,386.9428571428571,182.13953488372093,365.7674418604651,263.4901960784314,275.19607843137254,152.08163265306123,226.73469387755102,5.0,0.0,2.0
165.42857142857142,328.0,154.1290322580645,365.4516129032258,185.0,394.0,298.38,274.06,152.88636363636363,197.0,6.0,0.0,2.0
163.83333333333334,355.0,151.5185185185185,346.51851851851853,188.35211267605635,426.80281690140845,334.6190476190476,273.2142857142857,153.91071428571428,162.375,7.0,0.0,2.0
115.9090909090909,82.18181818181819,134.8,541.1111111111111,143.0,259.0,73.81967213114754,274.3606557377049,120.46254683690887,344.17478790731406,0.0,1.0,2.0
116.98701298701299,137.94805194805195,134.0,501.0,142.46706985614327,275.5323365182975,114.21818181818182,273.6909090909091,120.3995686994524,328.1872896647406,1.0,1.0,2.0
119.0,187.0,129.8,471.4,144.07219755457675,298.17560031089323,154.2962962962963,274.44444444444446,116.0,304.0,2.0,1.0,2.0
115.99836655063207,223.61897392631602,125.75,440.25,142.83865820309762,317.77652663841343,190.5,275.0,114.96647286803318,283.8514886084124,3.0,1.0,2.0
123.16901408450704,264.83098591549293,130.0,415.0,146.0,339.0,228.23529411764707,273.11764705882354,116.53436155675365,261.1021123857293,4.0,1.0,2.0
124.0909090909091,300.95454545454544,124.0,390.0,146.75675675675674,367.0,268.6938775510204,271.6938775510204,112.6537591250243,226.30592501916573,5.0,1.0,2.0
127.2600820559861,325.96717121617576,124.0,370.0,147.6122448979592,395.55102040816325,305.7910447761194,271.17910447761193,112.11647121791327,193.844092671616,6.0,1.0,2.0
124.48820281678006,359.8955845578773,123.5,349.5,148.47826086956522,430.0,345.24528301886795,270.0377358490566,115.0,159.44444444444446,7.0,1.0,2.0
48.24390243902439,76.60975609756098,92.42857142857143,548.1964285714286,110.91176470588235,257.05882352941177,63.492753623188406,271.4347826086956,91.24886178964348,350.045215639263,0.0,2.0,2.0
55.10526315789474,133.47368421052633,90.0,509.0,103.86881964756954,270.87239778154355,106.90123456790124,270.34567901234567,79.61126006179796,333.06555472654986,1.0,2.0,2.0
62.625,184.125,89.5,477.0,106.82185846260855,293.54058507229564,151.02631578947367,270.55263157894734,76.57330294597344,308.18869970901983,2.0,2.0,2.0
70.84118662794144,218.4887645143533,93.34007590081694,450.47869325872995,110.89012722348313,320.2661315597743,190.16666666666666,271.3333333333333,80.0,280.0,3.0,2.0,2.0
71.62264150943396,264.22641509433964,89.78437026842533,418.14138119325474,108.0,340.0,231.67567567567568,270.5945945945946,73.38150374907158,257.87293193282545,4.0,2.0,2.0
75.37037037037037,300.55555555555554,91.37680095451898,387.2653263530817,106.18181818181819,368.45454545454544,273.984126984127,268.8412698412698,75.18181818181819,224.45454545454547,5.0,2.0,2.0
80.40645246877399,328.14674947879143,93.91376382183284,368.4031261786522,105.86538461538461,399.3269230769231,315.6885245901639,267.91803278688525,71.30399135266134,191.88126802710042,6.0,2.0,2.0
79.68914299600745,360.50014510871995,94.8878715524271,351.6442998430209,102.72307692307692,433.84615384615387,356.3673469387755,266.1020408163265,67.93333333333334,157.4,7.0,2.0,2.0
1.9238370977968913,90.30462901178078,50.81481481481482,557.1481481481482,79.15150721061157,241.6753423696107,51.72222222222222,269.3888888888889,48.42314796805874,365.27430968516825,0.0,3.0,2.0
3.5559365339023685,137.32136219649612,49.44444444444444,519.4444444444445,75.05938101660031,263.8044281477528,98.5,266.6951219512195,43.53025321489267,338.68965915312924,1.0,3.0,2.0
6.545454545454546,181.8181818181818,55.666666666666664,484.0,69.47173807140724,292.58094540572944,145.9,267.44,42.54378292439611,314.2073732468797,2.0,3.0,2.0
12.105263157894736,224.71052631578948,59.07142857142857,451.14285714285717,69.11214120643852,317.90915419193044,189.0,269.0,42.38009687385451,290.6039215970957,3.0,3.0,2.0
21.375,263.0,55.25019715549308,422.7567172066441,71.67042667830266,341.68084060271696,233.8421052631579,266.7719298245614,36.0,256.0,4.0,3.0,2.0
31.0,300.0,60.81818181818182,398.45454545454544,63.714285714285715,368.92857142857144,279.986301369863,264.43835616438355,32.0,224.0,5.0,3.0,2.0
37.0,330.0,63.705882352941174,374.1764705882353,60.03225806451613,401.38709677419354,324.6823529411765,264.3764705882353,27.0,194.0,6.0,3.0,2.0
43.0,359.0,64.11111111111111,353.55555555555554,56.45762711864407,436.3050847457627,369.15625,262.8125,20.13953488372093,156.2325581395349,7.0,3.0,2.0
-60.53243142258667,84.71508194444317,10.0,563.0,44.935335210839085,229.7901383994273,36.51587301587302,262.03968253968253,17.770923360498898,375.0377309563001,0.0,4.0,2.0
