left_x,left_y,right_x,right_y,top_x,top_y,X,Y,Z
284.43506493506493,341.57792207792204,120.79870129870127,198.72077922077915,537.6818181818182,403.91558441558436,0,0,0
561.0584415584416,237.68181818181813,248.07142857142858,267.551948051948,554.5649350649351,174.04545454545445,10,0,0
392.22727272727275,213.00649350649343,387.03246753246754,233.78571428571422,413.0064935064935,164.95454545454538,10,10,0
202.6168831168831,249.3701298701298,245.47402597402598,193.52597402597394,415.6038961038961,371.4480519480519,0,10,0
